Product,Type,AirTeperature,ProcessTeperature,Rotationa1speed,Torque,Too1wear,ac2inefai1ure,TWF,DF,PWF,OSF,RNF
15136,0,298,307.9,1750,266,67,0,0,0,0,0,0
229691,2,298,308,1479,507,70,0,0,0,0,0,0
15138,0,298,308,1620,294,75,0,0,0,0,0,0
147459,1,298,308.1,1819,234,78,0,0,0,0,0,0
15140,0,298.1,308.1,1456,437,80,0,0,0,0,0,0
147461,1,298.1,308,1626,365,83,0,0,0,0,0,0
15142,0,298.1,308.1,1390,498,85,0,0,0,0,0,0
147463,1,298.2,308.2,1469,43,88,0,0,0,0,0,0
147464,1,298.2,308.3,2051,192,90,0,0,0,0,0,0
147465,1,298.2,308.3,1568,36,92,0,0,0,0,0,0
147466,1,298.2,308.3,1589,332,94,0,0,0,0,0,0
147467,1,298.2,308.3,1805,316,96,0,0,0,0,0,0
229702,2,298.2,308.4,1385,422,98,0,0,0,0,0,0
147469,1,298.1,308.4,1436,467,103,0,0,0,0,0,0
147470,1,298.1,308.4,1438,456,105,0,0,0,0,0,0
147471,1,298,308.3,1473,426,107,0,0,0,0,0,0
147472,1,298.1,308.4,1335,402,109,0,0,0,0,0,0
229707,2,298.1,308.5,1392,448,111,0,0,0,0,0,0
15154,0,298.1,308.5,1372,511,116,0,0,0,0,0,0
15155,0,298.1,308.6,1716,307,119,0,0,0,0,0,0
147476,1,298,308.5,1395,462,122,0,0,0,0,0,0
147477,1,298,308.5,1713,253,124,0,0,0,0,0,0
229712,2,297.9,308.5,2129,187,126,0,0,0,0,0,0
15159,0,297.8,308.3,1567,356,131,0,0,0,0,0,0
147480,1,297.8,308.4,1622,383,134,0,0,0,0,0,0
147481,1,297.7,308.4,1740,271,136,0,0,0,0,0,0
229716,2,297.8,308.4,1512,351,138,0,0,0,0,0,0
15163,0,297.8,308.4,1479,435,143,0,0,0,0,0,0
147484,1,297.8,308.4,1737,275,146,0,0,0,0,0,0
147485,1,297.8,308.4,2129,192,148,0,0,0,0,0,0
147486,1,297.8,308.4,1374,471,150,0,0,0,0,0,0
15167,0,297.8,308.4,1579,366,152,0,0,0,0,0,0
147488,1,297.9,308.5,1305,472,155,0,0,0,0,0,0
15169,0,297.9,308.5,1449,408,157,0,0,0,0,0,0
229724,2,298,308.6,1526,418,160,0,0,0,0,0,0
15171,0,298,308.6,1453,441,165,0,0,0,0,0,0
147492,1,297.9,308.6,1468,36,168,0,0,0,0,0,0
147493,1,298,308.6,1313,508,170,0,0,0,0,0,0
15174,0,297.9,308.5,1300,53,172,0,0,0,0,0,0
147495,1,297.9,308.4,1646,406,175,0,0,0,0,0,0
147496,1,297.8,308.4,1714,332,177,0,0,0,0,0,0
147497,1,297.8,308.4,1685,284,179,0,0,0,0,0,0
147498,1,297.8,308.4,1512,399,181,0,0,0,0,0,0
147499,1,297.8,308.4,1612,321,183,0,0,0,0,0,0
229734,2,297.8,308.4,1550,382,185,0,0,0,0,0,0
147501,1,297.8,308.4,1518,325,190,0,0,0,0,0,0
147502,1,297.8,308.5,1448,40,192,0,0,0,0,0,0
147503,1,297.8,308.5,1561,463,194,0,0,0,0,0,0
15184,0,297.8,308.5,1488,419,196,0,0,0,0,0,0
147505,1,297.8,308.5,1699,278,199,0,0,0,0,0,0
147506,1,297.7,308.5,1501,414,201,0,0,0,0,0,0
147507,1,297.7,308.5,1373,567,203,1,0,0,0,1,0
229742,2,297.6,308.4,1703,314,205,0,0,0,0,0,0
229743,2,297.7,308.5,1720,299,210,0,0,0,0,0,0
15190,0,297.6,308.4,1398,419,215,0,0,0,0,0,0
15191,0,297.6,308.4,1391,519,218,0,0,0,0,0,0
15192,0,297.6,308.3,1538,402,0,0,0,0,0,0,0
147513,1,297.5,308.2,1647,313,3,0,0,0,0,0,0
15194,0,297.5,308.1,1469,448,5,0,0,0,0,0,0
147515,1,297.4,308.1,1749,259,8,0,0,0,0,0,0
15196,0,297.6,308.2,1995,205,10,0,0,0,0,0,0
147517,1,297.6,308.3,1742,277,13,0,0,0,0,0,0
147518,1,297.5,308.2,1563,382,15,0,0,0,0,0,0
15199,0,297.5,308.2,1713,322,17,0,0,0,0,0,0
147520,1,297.4,308.1,1474,394,20,0,0,0,0,0,0
15201,0,297.4,308.2,1530,326,22,0,0,0,0,0,0
147522,1,297.4,308.2,1471,465,25,0,0,0,0,0,0
147523,1,297.5,308.3,1388,486,27,0,0,0,0,0,0
15204,0,297.5,308.2,2448,138,29,0,0,0,0,0,0
147525,1,297.5,308.3,1585,329,32,0,0,0,0,0,0
15206,0,297.5,308.3,1459,452,34,0,0,0,0,0,0
147527,1,297.5,308.3,1544,408,37,0,0,0,0,0,0
147528,1,297.6,308.3,1617,317,39,0,0,0,0,0,0
147529,1,297.6,308.3,1595,343,41,0,0,0,0,0,0
229764,2,297.6,308.3,1400,443,43,0,0,0,0,0,0
15211,0,297.6,308.4,1611,31,48,0,0,0,0,0,0
15212,0,297.6,308.4,1507,46,51,0,0,0,0,0,0
229767,2,297.5,308.3,1674,30,54,0,0,0,0,0,0
147534,1,297.6,308.3,1658,343,59,0,0,0,0,0,0
147535,1,297.6,308.3,1623,369,61,0,0,0,0,0,0
15216,0,297.6,308.4,1398,489,63,0,0,0,0,0,0
147537,1,297.6,308.4,1517,342,66,0,0,0,0,0,0
15218,0,297.6,308.3,1467,367,68,0,0,0,0,0,0
15219,0,297.6,308.3,1567,346,71,0,0,0,0,0,0
15220,0,297.5,308.3,1521,382,74,0,0,0,0,0,0
147541,1,297.5,308.3,1596,368,77,0,0,0,0,0,0
229776,2,297.6,308.3,1640,309,79,0,0,0,0,0,0
147543,1,297.6,308.3,1438,478,84,0,0,0,0,0,0
147544,1,297.6,308.4,1407,552,86,0,0,0,0,0,0
147545,1,297.6,308.4,1353,575,88,0,0,0,0,0,0
15226,0,297.6,308.5,1552,409,90,0,0,0,0,0,0
15227,0,297.6,308.4,1569,383,93,0,0,0,0,0,0
147548,1,297.5,308.4,1489,395,96,0,0,0,0,0,0
229783,2,297.5,308.4,1587,361,98,0,0,0,0,0,0
15230,0,297.5,308.3,1622,372,103,0,0,0,0,0,0
147551,1,297.5,308.4,1604,381,106,0,0,0,0,0,0
15232,0,297.4,308.3,1405,517,108,0,0,0,0,0,0
147553,1,297.4,308.3,1412,42,111,0,0,0,0,0,0
147554,1,297.4,308.3,1431,43,113,0,0,0,0,0,0
147555,1,297.4,308.2,1533,374,115,0,0,0,0,0,0
15236,0,297.4,308.2,1401,519,117,0,0,0,0,0,0
15237,0,297.4,308.2,1424,539,120,0,0,0,0,0,0
147558,1,297.3,308.2,1754,294,123,0,0,0,0,0,0
147559,1,297.3,308.2,1754,268,125,0,0,0,0,0,0
147560,1,297.5,308.3,2564,128,127,1,0,0,1,0,0
147561,1,297.5,308.5,1546,404,129,0,0,0,0,0,0
147562,1,297.5,308.5,1335,48,131,0,0,0,0,0,0
15243,0,297.5,308.6,1842,27,133,0,0,0,0,0,0
147564,1,297.5,308.5,1712,268,136,0,0,0,0,0,0
15245,0,297.6,308.6,1414,454,138,0,0,0,0,0,0
147566,1,297.6,308.7,1319,509,141,0,0,0,0,0,0
147567,1,297.7,308.7,1249,604,143,0,0,0,0,0,0
147568,1,297.6,308.7,1455,482,145,0,0,0,0,0,0
15249,0,297.6,308.7,1408,548,147,0,0,0,0,0,0
147570,1,297.6,308.7,1460,467,150,0,0,0,0,0,0
147571,1,297.6,308.6,1491,381,152,0,0,0,0,0,0
15252,0,297.6,308.5,1490,434,154,0,0,0,0,0,0
15253,0,297.5,308.4,1350,522,157,0,0,0,0,0,0
147574,1,297.5,308.4,1528,399,160,0,0,0,0,0,0
147575,1,297.4,308.3,1571,377,162,0,0,0,0,0,0
147576,1,297.4,308.3,1490,426,164,0,0,0,0,0,0
15257,0,297.4,308.3,1774,289,166,0,0,0,0,0,0
229812,2,297.4,308.3,1502,436,169,0,0,0,0,0,0
147579,1,297.4,308.4,1392,497,174,0,0,0,0,0,0
147580,1,297.4,308.5,2100,169,176,0,0,0,0,0,0
147581,1,297.5,308.5,1722,304,178,0,0,0,0,0,0
147582,1,297.4,308.6,1678,323,180,0,0,0,0,0,0
147583,1,297.3,308.6,1273,598,182,0,0,0,0,0,0
147584,1,297.3,308.6,1297,459,184,0,0,0,0,0,0
147585,1,297.3,308.5,1350,576,186,0,0,0,0,0,0
147586,1,297.4,308.6,1439,519,188,0,0,0,0,0,0
15267,0,297.4,308.5,1600,421,190,0,0,0,0,0,0
15268,0,297.4,308.6,1434,444,193,0,0,0,0,0,0
147589,1,297.4,308.6,1459,413,196,0,0,0,0,0,0
15270,0,297.5,308.6,1472,449,198,0,0,0,0,0,0
147591,1,297.5,308.7,1429,443,201,0,0,0,0,0,0
147592,1,297.5,308.6,1388,482,203,0,0,0,0,0,0
147593,1,297.4,308.4,1573,345,205,0,0,0,0,0,0
147594,1,297.4,308.4,1588,325,207,0,0,0,0,0,0
147595,1,297.5,308.4,1511,428,209,0,0,0,0,0,0
147596,1,297.4,308.5,1495,378,211,0,0,0,0,0,0
147597,1,297.4,308.4,1394,501,213,0,0,0,0,0,0
147598,1,297.4,308.4,2151,177,0,0,0,0,0,0,0
15279,0,297.3,308.3,1501,382,2,0,0,0,0,0,0
15280,0,297.3,308.3,1301,396,5,0,0,0,0,0,0
15281,0,297.3,308.3,1657,311,8,0,0,0,0,0,0
147602,1,297.3,308.3,1333,552,11,0,0,0,0,0,0
147603,1,297.3,308.3,1484,439,13,0,0,0,0,0,0
147604,1,297.3,308.4,1430,457,15,0,0,0,0,0,0
15285,0,297.3,308.4,1665,289,17,0,0,0,0,0,0
147606,1,297.4,308.5,1501,449,20,0,0,0,0,0,0
15287,0,297.5,308.5,1496,422,22,0,0,0,0,0,0
15288,0,297.6,308.6,1595,369,25,0,0,0,0,0,0
147609,1,297.5,308.6,1208,623,28,0,0,0,0,0,0
147610,1,297.5,308.6,1596,371,30,0,0,0,0,0,0
147611,1,297.5,308.5,1446,419,32,0,0,0,0,0,0
15292,0,297.6,308.5,1466,397,34,0,0,0,0,0,0
15293,0,297.6,308.5,1848,237,37,0,0,0,0,0,0
15294,0,297.5,308.5,1484,447,40,0,0,0,0,0,0
147615,1,297.4,308.3,1493,412,43,0,0,0,0,0,0
147616,1,297.3,308.3,1504,363,45,0,0,0,0,0,0
147617,1,297.3,308.3,1538,385,47,0,0,0,0,0,0
